id,Date,State,Total Confirmed Cases,Total Deaths
1271,Sun 1/15,Ohio,3331651,41262
1272,Sun 1/15,Oklahoma,1261310,16114
1273,Sun 1/15,Oregon,944622,9082
1274,Sun 1/15,Pennsylvania,3447091,49344
1275,Sun 1/15,Puerto Rico,1102916,5611
1276,Sun 1/15,Rhode Island,450559,3829
1277,Sun 1/15,South Carolina,1791933,19538
1278,Sun 1/15,South Dakota,272890,3153
1279,Sun 1/15,Tennessee,2373036,28382
1280,Sun 1/15,Texas,8187599,93003
1281,Sun 1/15,Utah,1079314,5222
1282,Sun 1/15,Vermont,149298,881
1283,Sun 1/15,Virgin Islands,24032,128
1284,Sun 1/15,Virginia,2235404,22952
1285,Sun 1/15,Washington,1894796,15276
1286,Sun 1/15,West Virginia,629923,7896
1287,Sun 1/15,Wisconsin,1972707,16023
1288,Sun 1/15,Wyoming,183385,1968
1289,Mon 1/16,Alabama,1596149,21300
1290,Mon 1/16,Alaska,302604,1408
1291,Mon 1/16,American Samoa,8309,34
1292,Mon 1/16,Arizona,2391895,32503
1293,Mon 1/16,Arkansas,991955,12767
1294,Mon 1/16,California,11926732,101660
1295,Mon 1/16,Colorado,1742816,13969
1296,Mon 1/16,Connecticut,959807,11864
1297,Mon 1/16,Delaware,324137,3220
1298,Mon 1/16,District of Columbia,175014,1415
1299,Mon 1/16,Florida,7350177,84176
1300,Mon 1/16,Georgia,2924511,40184
1301,Mon 1/16,Guam,61280,415
1302,Mon 1/16,Hawaii,365799,1767
1303,Mon 1/16,Idaho,513780,5353
1304,Mon 1/16,Illinois,3997877,40747
1305,Mon 1/16,Indiana,2017978,25589
1306,Mon 1/16,Iowa,890871,10510
1307,Mon 1/16,Kansas,922242,9978
1308,Mon 1/16,Kentucky,1672321,17824
1309,Mon 1/16,Louisiana,1528052,18436
1310,Mon 1/16,Maine,309233,2870
1311,Mon 1/16,Maryland,1333369,16172
1312,Mon 1/16,Massachusetts,2178027,23259
1313,Mon 1/16,Michigan,2999094,40948
1314,Mon 1/16,Minnesota,1745105,14421
1315,Mon 1/16,Mississippi,960923,13145
1316,Mon 1/16,Missouri,1755858,23457
1317,Mon 1/16,Montana,324900,3645
1318,Mon 1/16,Nebraska,559462,4896
1319,Mon 1/16,Nevada,880235,11961
1320,Mon 1/16,New Hampshire,370924,2899
1321,Mon 1/16,New Jersey,2967503,35698
1322,Mon 1/16,New Mexico,662301,8910
1323,Mon 1/16,New York,6642793,78413
1324,Mon 1/16,North Carolina,3382420,29058
1325,Mon 1/16,North Dakota,281704,2475
1326,Mon 1/16,Northern Mariana Islands,13395,41
1327,Mon 1/16,Ohio,3331651,41262
1328,Mon 1/16,Oklahoma,1261310,16114
1329,Mon 1/16,Oregon,944622,9082
1330,Mon 1/16,Pennsylvania,3447845,49344
1331,Mon 1/16,Puerto Rico,1103759,5611
1332,Mon 1/16,Rhode Island,450559,3829
1333,Mon 1/16,South Carolina,1791933,19538
1334,Mon 1/16,South Dakota,272890,3153
1335,Mon 1/16,Tennessee,2373036,28382
1336,Mon 1/16,Texas,8187599,93003
1337,Mon 1/16,Utah,1079314,5222
1338,Mon 1/16,Vermont,149298,881
1339,Mon 1/16,Virgin Islands,24032,128
1340,Mon 1/16,Virginia,2239339,22952
1341,Mon 1/16,Washington,1894796,15276
1342,Mon 1/16,West Virginia,629923,7896
1343,Mon 1/16,Wisconsin,1972707,16023
1344,Mon 1/16,Wyoming,183385,1968
1345,Tue 1/17,Alabama,1596149,21300
1346,Tue 1/17,Alaska,303253,1408
1347,Tue 1/17,American Samoa,8309,34
1348,Tue 1/17,Arizona,2391895,32503
1349,Tue 1/17,Arkansas,992286,12767
1350,Tue 1/17,California,11929917,101724
1351,Tue 1/17,Colorado,1743085,13970
1352,Tue 1/17,Connecticut,960058,11864
1353,Tue 1/17,Delaware,324137,3220
1354,Tue 1/17,District of Columbia,175014,1415
1355,Tue 1/17,Florida,7350177,84176
1356,Tue 1/17,Georgia,2924512,40184
1357,Tue 1/17,Guam,61461,416
1358,Tue 1/17,Hawaii,365799,1767
1359,Tue 1/17,Idaho,513783,5353
1360,Tue 1/17,Illinois,4005047,40883
1361,Tue 1/17,Indiana,2017978,25589
1362,Tue 1/17,Iowa,890871,10510
1363,Tue 1/17,Kansas,922254,9978
1364,Tue 1/17,Kentucky,1680601,17883
1365,Tue 1/17,Louisiana,1528052,18436
1366,Tue 1/17,Maine,309236,2870
1367,Tue 1/17,Maryland,1334198,16185
1368,Tue 1/17,Massachusetts,2178027,23259
1369,Tue 1/17,Michigan,3008681,41131
1370,Tue 1/17,Minnesota,1745105,14421
1371,Tue 1/17,Mississippi,960923,13145
1372,Tue 1/17,Missouri,1760146,23501
1373,Tue 1/17,Montana,324965,3645
1374,Tue 1/17,Nebraska,559619,4896
1375,Tue 1/17,Nevada,880235,11961
1376,Tue 1/17,New Hampshire,371538,2903
1377,Tue 1/17,New Jersey,2974463,35714
1378,Tue 1/17,New Mexico,662782,8913
1379,Tue 1/17,New York,6653128,78448
1380,Tue 1/17,North Carolina,3382420,29058
1381,Tue 1/17,North Dakota,281704,2475
1382,Tue 1/17,Northern Mariana Islands,13395,41
1383,Tue 1/17,Ohio,3331651,41262
1384,Tue 1/17,Oklahoma,1261310,16114
1385,Tue 1/17,Oregon,944622,9082
1386,Tue 1/17,Pennsylvania,3447845,49344
1387,Tue 1/17,Puerto Rico,1104460,5619
1388,Tue 1/17,Rhode Island,450559,3829
1389,Tue 1/17,South Carolina,1791933,19538
1390,Tue 1/17,South Dakota,272890,3153
1391,Tue 1/17,Tennessee,2373036,28382
1392,Tue 1/17,Texas,8187599,93010
1393,Tue 1/17,Utah,1079314,5222
1394,Tue 1/17,Vermont,149341,881
1395,Tue 1/17,Virgin Islands,24032,128
1396,Tue 1/17,Virginia,2240431,23082
1397,Tue 1/17,Washington,1894796,15282
1398,Tue 1/17,West Virginia,630808,7901
1399,Tue 1/17,Wisconsin,1974776,16042
1400,Tue 1/17,Wyoming,183586,1971
1401,Wed 1/18,Alabama,1602891,21322
1402,Wed 1/18,Alaska,303253,1408
1403,Wed 1/18,American Samoa,8309,34
1404,Wed 1/18,Arizona,2394646,32631
1405,Wed 1/18,Arkansas,992745,12773
1406,Wed 1/18,California,11931371,101765
1407,Wed 1/18,Colorado,1743538,13997
1408,Wed 1/18,Connecticut,960940,11895
1409,Wed 1/18,Delaware,324137,3220
1410,Wed 1/18,District of Columbia,175014,1415
1411,Wed 1/18,Florida,7350177,84176
1412,Wed 1/18,Georgia,2932719,40295
1413,Wed 1/18,Guam,61461,416
1414,Wed 1/18,Hawaii,366842,1772
1415,Wed 1/18,Idaho,514425,5358
1416,Wed 1/18,Illinois,4015850,40980
1417,Wed 1/18,Indiana,2020938,25660
1418,Wed 1/18,Iowa,892558,10540
1419,Wed 1/18,Kansas,924185,9978
1420,Wed 1/18,Kentucky,1680601,17883
1421,Wed 1/18,Louisiana,1533257,18479
1422,Wed 1/18,Maine,309680,2870
1423,Wed 1/18,Maryland,1336704,16215
1424,Wed 1/18,Massachusetts,2178027,23259
1425,Wed 1/18,Michigan,3008681,41131
1426,Wed 1/18,Minnesota,1745105,14421
1427,Wed 1/18,Mississippi,970585,13178
1428,Wed 1/18,Missouri,1760397,23509
1429,Wed 1/18,Montana,324965,3645
1430,Wed 1/18,Nebraska,559688,4896
1431,Wed 1/18,Nevada,880235,11972
1432,Wed 1/18,New Hampshire,371710,2908
1433,Wed 1/18,New Jersey,2976789,35729
1434,Wed 1/18,New Mexico,662967,8919
1435,Wed 1/18,New York,6656713,78492
1436,Wed 1/18,North Carolina,3398161,29094
1437,Wed 1/18,North Dakota,281704,2475
1438,Wed 1/18,Northern Mariana Islands,13395,41
1439,Wed 1/18,Ohio,3331651,41262
1440,Wed 1/18,Oklahoma,1261310,16114
1441,Wed 1/18,Oregon,946727,9145
1442,Wed 1/18,Pennsylvania,3458136,49476
1443,Wed 1/18,Puerto Rico,1105171,5623
1444,Wed 1/18,Rhode Island,450559,3829
1445,Wed 1/18,South Carolina,1799966,19609
1446,Wed 1/18,South Dakota,273354,3165
1447,Wed 1/18,Tennessee,2381908,28515
1448,Wed 1/18,Texas,8214084,93193
1449,Wed 1/18,Utah,1079314,5222
1450,Wed 1/18,Vermont,149687,884
1451,Wed 1/18,Virgin Islands,24176,129
1452,Wed 1/18,Virginia,2242222,23082
1453,Wed 1/18,Washington,1899401,15347
1454,Wed 1/18,West Virginia,631197,7904
1455,Wed 1/18,Wisconsin,1975541,16049
1456,Wed 1/18,Wyoming,183586,1971
1457,Thu 1/19,Alabama,1602891,21322
1458,Thu 1/19,Alaska,303253,1408
1459,Thu 1/19,American Samoa,8309,34
1460,Thu 1/19,Arizona,2394646,32631
1461,Thu 1/19,Arkansas,993143,12781
1462,Thu 1/19,California,11954442,101957
1463,Thu 1/19,Colorado,1743857,13997
1464,Thu 1/19,Connecticut,961676,11899
1465,Thu 1/19,Delaware,325083,3243
1466,Thu 1/19,District of Columbia,175569,1421
1467,Thu 1/19,Florida,7350177,84176
1468,Thu 1/19,Georgia,2932719,40295
1469,Thu 1/19,Guam,61461,416
1470,Thu 1/19,Hawaii,366842,1772
1471,Thu 1/19,Idaho,514436,5358
1472,Thu 1/19,Illinois,4015908,40980
1473,Thu 1/19,Indiana,2020938,25796
1474,Thu 1/19,Iowa,892558,10540
1475,Thu 1/19,Kansas,924185,9978
1476,Thu 1/19,Kentucky,1680601,17883
1477,Thu 1/19,Louisiana,1533257,18479
1478,Thu 1/19,Maine,309975,2870
1479,Thu 1/19,Maryland,1337552,16229
1480,Thu 1/19,Massachusetts,2186426,23405
1481,Thu 1/19,Michigan,3008681,41131
1482,Thu 1/19,Minnesota,1747751,14476
1483,Thu 1/19,Mississippi,970585,13178
1484,Thu 1/19,Missouri,1760627,23514
1485,Thu 1/19,Montana,324965,3645
1486,Thu 1/19,Nebraska,559730,4896
1487,Thu 1/19,Nevada,881498,11972
1488,Thu 1/19,New Hampshire,371925,2917
1489,Thu 1/19,New Jersey,2979239,35743
1490,Thu 1/19,New Mexico,663132,8924
1491,Thu 1/19,New York,6662129,78495
1492,Thu 1/19,North Carolina,3398161,29094
1493,Thu 1/19,North Dakota,281704,2489
1494,Thu 1/19,Northern Mariana Islands,13395,41
1495,Thu 1/19,Ohio,3339612,41354
1496,Thu 1/19,Oklahoma,1265785,16146
1497,Thu 1/19,Oregon,946727,9145
1498,Thu 1/19,Pennsylvania,3458136,49476
1499,Thu 1/19,Puerto Rico,1106411,5631
1500,Thu 1/19,Rhode Island,452557,3841
1501,Thu 1/19,South Carolina,1799966,19609
1502,Thu 1/19,South Dakota,273354,3165
1503,Thu 1/19,Tennessee,2381908,28515
1504,Thu 1/19,Texas,8214084,93195
1505,Thu 1/19,Utah,1080380,5234
1506,Thu 1/19,Vermont,149687,884
1507,Thu 1/19,Virgin Islands,24228,129
1508,Thu 1/19,Virginia,2244120,23082
1509,Thu 1/19,Washington,1899401,15359
1510,Thu 1/19,West Virginia,631504,7904
1511,Thu 1/19,Wisconsin,1976410,16059
1512,Thu 1/19,Wyoming,183586,1971
1513,Fri 1/20,Alabama,1602891,21322
1514,Fri 1/20,Alaska,303253,1408
1515,Fri 1/20,American Samoa,8309,34
1516,Fri 1/20,Arizona,2394646,32631
1517,Fri 1/20,Arkansas,993713,12787
1518,Fri 1/20,California,11955605,101982
1519,Fri 1/20,Colorado,1744463,13999
1520,Fri 1/20,Connecticut,962247,11903
1521,Fri 1/20,Delaware,325083,3243
1522,Fri 1/20,District of Columbia,175569,1421
1523,Fri 1/20,Florida,7400419,84927
1524,Fri 1/20,Georgia,2932719,40295
1525,Fri 1/20,Guam,61461,416
1526,Fri 1/20,Hawaii,366842,1772
1527,Fri 1/20,Idaho,514440,5358
1528,Fri 1/20,Illinois,4015953,40980
1529,Fri 1/20,Indiana,2020938,25796
1530,Fri 1/20,Iowa,892558,10540
1531,Fri 1/20,Kansas,924185,10042
1532,Fri 1/20,Kentucky,1680601,17883
1533,Fri 1/20,Louisiana,1533257,18479
1534,Fri 1/20,Maine,310207,2871
1535,Fri 1/20,Maryland,1338250,16237
1536,Fri 1/20,Massachusetts,2186426,23405
1537,Fri 1/20,Michigan,3008681,41131
1538,Fri 1/20,Minnesota,1747751,14476
1539,Fri 1/20,Mississippi,970585,13178
1540,Fri 1/20,Missouri,1760824,23517
1541,Fri 1/20,Montana,325404,3648
1542,Fri 1/20,Nebraska,560356,4895
1543,Fri 1/20,Nevada,881498,11972
1544,Fri 1/20,New Hampshire,372121,2920
1545,Fri 1/20,New Jersey,2981853,35755
1546,Fri 1/20,New Mexico,663299,8935
1547,Fri 1/20,New York,6664335,78497
1548,Fri 1/20,North Carolina,3398161,29094
1549,Fri 1/20,North Dakota,282170,2489
1550,Fri 1/20,Northern Mariana Islands,13395,41
1551,Fri 1/20,Ohio,3339612,41354
1552,Fri 1/20,Oklahoma,1265785,16146
1553,Fri 1/20,Oregon,946727,9145
1554,Fri 1/20,Pennsylvania,3458136,49476
1555,Fri 1/20,Puerto Rico,1107597,5636
1556,Fri 1/20,Rhode Island,452557,3841
1557,Fri 1/20,South Carolina,1799966,19609
1558,Fri 1/20,South Dakota,273354,3165
1559,Fri 1/20,Tennessee,2398125,28515
1560,Fri 1/20,Texas,8215613,93197
1561,Fri 1/20,Utah,1080380,5234
1562,Fri 1/20,Vermont,149687,884
1563,Fri 1/20,Virgin Islands,24269,129
1564,Fri 1/20,Virginia,2245964,23082
1565,Fri 1/20,Washington,1899401,15359
1566,Fri 1/20,West Virginia,631811,7916
1567,Fri 1/20,Wisconsin,1977077,16066
1568,Fri 1/20,Wyoming,183586,1971
1569,Sat 1/21,Alabama,1602891,21322
1570,Sat 1/21,Alaska,303253,1408
1571,Sat 1/21,American Samoa,8309,34
1572,Sat 1/21,Arizona,2394646,32631
1573,Sat 1/21,Arkansas,994080,12794
1574,Sat 1/21,California,11955605,101982
1575,Sat 1/21,Colorado,1744463,13999
1576,Sat 1/21,Connecticut,962247,11903
1577,Sat 1/21,Delaware,325083,3243
1578,Sat 1/21,District of Columbia,175569,1421
1579,Sat 1/21,Florida,7400419,84927
1580,Sat 1/21,Georgia,2932719,40295
1581,Sat 1/21,Guam,61461,416
1582,Sat 1/21,Hawaii,366842,1772
1583,Sat 1/21,Idaho,514440,5358
1584,Sat 1/21,Illinois,4015953,40980
1585,Sat 1/21,Indiana,2020938,25796
1586,Sat 1/21,Iowa,892558,10540
1587,Sat 1/21,Kansas,924185,10042
1588,Sat 1/21,Kentucky,1680601,17883
1589,Sat 1/21,Louisiana,1533257,18479
1590,Sat 1/21,Maine,310409,2871
1591,Sat 1/21,Maryland,1338250,16237
1592,Sat 1/21,Massachusetts,2186426,23405
1593,Sat 1/21,Michigan,3008681,41131
1594,Sat 1/21,Minnesota,1747751,14476
1595,Sat 1/21,Mississippi,970585,13178
1596,Sat 1/21,Missouri,1760824,23517
1597,Sat 1/21,Montana,325404,3648
1598,Sat 1/21,Nebraska,560356,4895
1599,Sat 1/21,Nevada,881498,11972
1600,Sat 1/21,New Hampshire,372121,2920
1601,Sat 1/21,New Jersey,2981853,35755
1602,Sat 1/21,New Mexico,663299,8935
1603,Sat 1/21,New York,6666239,78497
1604,Sat 1/21,North Carolina,3398161,29094
1605,Sat 1/21,North Dakota,282170,2489
1606,Sat 1/21,Northern Mariana Islands,13395,41
1607,Sat 1/21,Ohio,3339612,41354
1608,Sat 1/21,Oklahoma,1265785,16146
1609,Sat 1/21,Oregon,946727,9145
1610,Sat 1/21,Pennsylvania,3458136,49476
1611,Sat 1/21,Puerto Rico,1107597,5636
1612,Sat 1/21,Rhode Island,452557,3841
1613,Sat 1/21,South Carolina,1799966,19609
1614,Sat 1/21,South Dakota,273354,3165
1615,Sat 1/21,Tennessee,2398125,28515
1616,Sat 1/21,Texas,8215613,93197
1617,Sat 1/21,Utah,1080380,5234
1618,Sat 1/21,Vermont,149687,884
1619,Sat 1/21,Virgin Islands,24269,129
1620,Sat 1/21,Virginia,2245964,23082
1621,Sat 1/21,Washington,1899401,15359
1622,Sat 1/21,West Virginia,631811,7916
1623,Sat 1/21,Wisconsin,1977077,16066
1624,Sat 1/21,Wyoming,183586,1971
1625,Sun 1/22,Alabama,1602891,21322
1626,Sun 1/22,Alaska,303253,1408
1627,Sun 1/22,American Samoa,8309,34
1628,Sun 1/22,Arizona,2394646,32631
1629,Sun 1/22,Arkansas,994186,12794
1630,Sun 1/22,California,11955660,101983
1631,Sun 1/22,Colorado,1744463,13999
1632,Sun 1/22,Connecticut,963166,11905
1633,Sun 1/22,Delaware,325083,3243
1634,Sun 1/22,District of Columbia,175569,1421
1635,Sun 1/22,Florida,7400419,84927
1636,Sun 1/22,Georgia,2932719,40295
1637,Sun 1/22,Guam,61461,416
1638,Sun 1/22,Hawaii,366842,1772
1639,Sun 1/22,Idaho,514440,5358
1640,Sun 1/22,Illinois,4015953,40980
1641,Sun 1/22,Indiana,2020938,25796
1642,Sun 1/22,Iowa,892558,10540
1643,Sun 1/22,Kansas,924185,10042
1644,Sun 1/22,Kentucky,1680601,17883
1645,Sun 1/22,Louisiana,1533257,18479
1646,Sun 1/22,Maine,310409,2871
1647,Sun 1/22,Maryland,1338250,16237
1648,Sun 1/22,Massachusetts,2186426,23405
1649,Sun 1/22,Michigan,3008681,41131
1650,Sun 1/22,Minnesota,1747751,14476
1651,Sun 1/22,Mississippi,970585,13178
1652,Sun 1/22,Missouri,1760824,23517
1653,Sun 1/22,Montana,325404,3648
1654,Sun 1/22,Nebraska,560356,4895
1655,Sun 1/22,Nevada,881498,11972
1656,Sun 1/22,New Hampshire,372121,2920
1657,Sun 1/22,New Jersey,2981853,35755
1658,Sun 1/22,New Mexico,663299,8935
1659,Sun 1/22,New York,6667777,78497
1660,Sun 1/22,North Carolina,3398161,29094
1661,Sun 1/22,North Dakota,282170,2489
1662,Sun 1/22,Northern Mariana Islands,13395,41
1663,Sun 1/22,Ohio,3339612,41354
1664,Sun 1/22,Oklahoma,1265785,16146
1665,Sun 1/22,Oregon,946727,9145
1666,Sun 1/22,Pennsylvania,3458136,49476
1667,Sun 1/22,Puerto Rico,1109932,5642
1668,Sun 1/22,Rhode Island,452557,3841
1669,Sun 1/22,South Carolina,1799966,19609
1670,Sun 1/22,South Dakota,273354,3165
1671,Sun 1/22,Tennessee,2398125,28515
1672,Sun 1/22,Texas,8215613,93197
1673,Sun 1/22,Utah,1080380,5234
1674,Sun 1/22,Vermont,149687,884
1675,Sun 1/22,Virgin Islands,24269,129
1676,Sun 1/22,Virginia,2245964,23082
1677,Sun 1/22,Washington,1899401,15359
1678,Sun 1/22,West Virginia,631811,7916
1679,Sun 1/22,Wisconsin,1977077,16066
1680,Sun 1/22,Wyoming,183586,1971
1681,Mon 1/23,Alabama,1602891,21322
1682,Mon 1/23,Alaska,303253,1408
1683,Mon 1/23,American Samoa,8309,34
1684,Mon 1/23,Arizona,2394646,32631
1685,Mon 1/23,Arkansas,994310,12794
1686,Mon 1/23,California,11957890,102025
1687,Mon 1/23,Colorado,1745249,14011
1688,Mon 1/23,Connecticut,963326,11905
1689,Mon 1/23,Delaware,325083,3243
1690,Mon 1/23,District of Columbia,175569,1421
1691,Mon 1/23,Florida,7400419,84927
1692,Mon 1/23,Georgia,2932731,40295
1693,Mon 1/23,Guam,61461,416
1694,Mon 1/23,Hawaii,366842,1772
1695,Mon 1/23,Idaho,514440,5358
1696,Mon 1/23,Illinois,4016002,40980
1697,Mon 1/23,Indiana,2020938,25796
1698,Mon 1/23,Iowa,892558,10540
1699,Mon 1/23,Kansas,924198,10042
1700,Mon 1/23,Kentucky,1685679,17926
1701,Mon 1/23,Louisiana,1533257,18479
1702,Mon 1/23,Maine,310409,2871
1703,Mon 1/23,Maryland,1339349,16247
1704,Mon 1/23,Massachusetts,2186426,23405
1705,Mon 1/23,Michigan,3008681,41131
1706,Mon 1/23,Minnesota,1747751,14476
1707,Mon 1/23,Mississippi,970585,13178
1708,Mon 1/23,Missouri,1760961,23517
1709,Mon 1/23,Montana,325479,3648
1710,Mon 1/23,Nebraska,560467,4895
1711,Mon 1/23,Nevada,881498,11972
1712,Mon 1/23,New Hampshire,372479,2924
1713,Mon 1/23,New Jersey,2986924,35771
1714,Mon 1/23,New Mexico,663663,8940
1715,Mon 1/23,New York,6679070,78627
1716,Mon 1/23,North Carolina,3398161,29094
1717,Mon 1/23,North Dakota,282170,2489
1718,Mon 1/23,Northern Mariana Islands,13395,41
1719,Mon 1/23,Ohio,3339612,41354
1720,Mon 1/23,Oklahoma,1265785,16146
1721,Mon 1/23,Oregon,946727,9145
1722,Mon 1/23,Pennsylvania,3459061,49476
1723,Mon 1/23,Puerto Rico,1110277,5642
1724,Mon 1/23,Rhode Island,452557,3841
1725,Mon 1/23,South Carolina,1799966,19609
1726,Mon 1/23,South Dakota,273354,3165
1727,Mon 1/23,Tennessee,2398125,28515
1728,Mon 1/23,Texas,8215613,93199
1729,Mon 1/23,Utah,1080380,5234
1730,Mon 1/23,Vermont,149687,884
1731,Mon 1/23,Virgin Islands,24362,129
1732,Mon 1/23,Virginia,2249453,23082
1733,Mon 1/23,Washington,1899401,15359
1734,Mon 1/23,West Virginia,632411,7922
1735,Mon 1/23,Wisconsin,1977077,16066
1736,Mon 1/23,Wyoming,183586,1971
1737,Tue 1/24,Alabama,1602891,21322
1738,Tue 1/24,Alaska,303897,1426
1739,Tue 1/24,American Samoa,8309,34
1740,Tue 1/24,Arizona,2394646,32631
1741,Tue 1/24,Arkansas,994837,12806
1742,Tue 1/24,California,11958856,102053
1743,Tue 1/24,Colorado,1745713,14018
1744,Tue 1/24,Connecticut,963981,11942
1745,Tue 1/24,Delaware,325083,3243
1746,Tue 1/24,District of Columbia,175569,1421
1747,Tue 1/24,Florida,7400419,84927
1748,Tue 1/24,Georgia,2932731,40295
1749,Tue 1/24,Guam,61589,416
1750,Tue 1/24,Hawaii,366842,1772
1751,Tue 1/24,Idaho,514449,5359
1752,Tue 1/24,Illinois,4016024,40980
1753,Tue 1/24,Indiana,2020938,25796
1754,Tue 1/24,Iowa,892558,10540
1755,Tue 1/24,Kansas,924211,10042
1756,Tue 1/24,Kentucky,1685679,17926
1757,Tue 1/24,Louisiana,1533257,18479
1758,Tue 1/24,Maine,310693,2872
1759,Tue 1/24,Maryland,1341398,16273
1760,Tue 1/24,Massachusetts,2186426,23405
1761,Tue 1/24,Michigan,3015235,41390
1762,Tue 1/24,Minnesota,1747751,14476
1763,Tue 1/24,Mississippi,970585,13178
1764,Tue 1/24,Missouri,1763518,23560
1765,Tue 1/24,Montana,325479,3648
1766,Tue 1/24,Nebraska,560510,4895
1767,Tue 1/24,Nevada,881498,11972
1768,Tue 1/24,New Hampshire,372587,2927
1769,Tue 1/24,New Jersey,2989010,35782
1770,Tue 1/24,New Mexico,663868,8942
1771,Tue 1/24,New York,6682326,78679
1772,Tue 1/24,North Carolina,3398161,29094
1773,Tue 1/24,North Dakota,282170,2489
1774,Tue 1/24,Northern Mariana Islands,13395,41
1775,Tue 1/24,Ohio,3339612,41354
1776,Tue 1/24,Oklahoma,1265785,16146
1777,Tue 1/24,Oregon,946727,9145
1778,Tue 1/24,Pennsylvania,3459061,49476
1779,Tue 1/24,Puerto Rico,1110345,5653
1780,Tue 1/24,Rhode Island,452557,3841
1781,Tue 1/24,South Carolina,1807019,19628
1782,Tue 1/24,South Dakota,273354,3165
1783,Tue 1/24,Tennessee,2398125,28515
1784,Tue 1/24,Texas,8215613,93202
1785,Tue 1/24,Utah,1080380,5234
1786,Tue 1/24,Vermont,149687,884
1787,Tue 1/24,Virgin Islands,24362,129
1788,Tue 1/24,Virginia,2251042,23204
1789,Tue 1/24,Washington,1899401,15359
1790,Tue 1/24,West Virginia,632661,7922
1791,Tue 1/24,Wisconsin,1979132,16105
1792,Tue 1/24,Wyoming,183774,1978
1793,Wed 1/25,Alabama,1610535,21343
1794,Wed 1/25,Alaska,303897,1426
1795,Wed 1/25,American Samoa,8309,34
1796,Wed 1/25,Arizona,2398200,32775
1797,Wed 1/25,Arkansas,995199,12820
1798,Wed 1/25,California,11960085,102102
1799,Wed 1/25,Colorado,1746250,14033
1800,Wed 1/25,Connecticut,964476,11942
1801,Wed 1/25,Delaware,325872,3254
1802,Wed 1/25,District of Columbia,175569,1421
1803,Wed 1/25,Florida,7400419,84927
1804,Wed 1/25,Georgia,2940372,40435
1805,Wed 1/25,Guam,61589,416
1806,Wed 1/25,Hawaii,367875,1783
1807,Wed 1/25,Idaho,515085,5371
1808,Wed 1/25,Illinois,4016024,40980
1809,Wed 1/25,Indiana,2024969,25796
1810,Wed 1/25,Iowa,894124,10568
1811,Wed 1/25,Kansas,926539,10042
1812,Wed 1/25,Kentucky,1685679,17926
1813,Wed 1/25,Louisiana,1538276,18525
1814,Wed 1/25,Maine,310902,2874
1815,Wed 1/25,Maryland,1342357,16280
1816,Wed 1/25,Massachusetts,2186426,23405
1817,Wed 1/25,Michigan,3015235,41390
1818,Wed 1/25,Minnesota,1747751,14476
1819,Wed 1/25,Mississippi,970585,13178
1820,Wed 1/25,Missouri,1763590,23560
1821,Wed 1/25,Montana,325479,3648
1822,Wed 1/25,Nebraska,560524,4902
1823,Wed 1/25,Nevada,881498,12010
1824,Wed 1/25,New Hampshire,372778,2929
1825,Wed 1/25,New Jersey,2991113,35794
1826,Wed 1/25,New Mexico,664024,8947
1827,Wed 1/25,New York,6685794,78700
1828,Wed 1/25,North Carolina,3412542,29141
1829,Wed 1/25,North Dakota,282170,2489
1830,Wed 1/25,Northern Mariana Islands,13395,41
1831,Wed 1/25,Ohio,3339612,41354
1832,Wed 1/25,Oklahoma,1265785,16146
1833,Wed 1/25,Oregon,948901,9168
1834,Wed 1/25,Pennsylvania,3469076,49711
1835,Wed 1/25,Puerto Rico,1111842,5666
1836,Wed 1/25,Rhode Island,452557,3841
1837,Wed 1/25,South Carolina,1807019,19628
1838,Wed 1/25,South Dakota,273929,3169
1839,Wed 1/25,Tennessee,2406233,28596
1840,Wed 1/25,Texas,8240015,93354
1841,Wed 1/25,Utah,1080380,5234
1842,Wed 1/25,Vermont,150190,889
1843,Wed 1/25,Virgin Islands,24425,129
1844,Wed 1/25,Virginia,2252691,23204
1845,Wed 1/25,Washington,1904198,15434
1846,Wed 1/25,West Virginia,632957,7922
1847,Wed 1/25,Wisconsin,1979919,16128
1848,Wed 1/25,Wyoming,183774,1978
1849,Thu 1/26,Alabama,1610535,21343
1850,Thu 1/26,Alaska,303897,1426
1851,Thu 1/26,American Samoa,8309,34
1852,Thu 1/26,Arizona,2398200,32775
1853,Thu 1/26,Arkansas,995505,12831
1854,Thu 1/26,California,11979032,102259
1855,Thu 1/26,Colorado,1746736,14034
1856,Thu 1/26,Connecticut,964903,11941
1857,Thu 1/26,Delaware,325872,3254
1858,Thu 1/26,District of Columbia,176012,1422
1859,Thu 1/26,Florida,7400419,84927
1860,Thu 1/26,Georgia,2940372,40435
1861,Thu 1/26,Guam,61589,416
1862,Thu 1/26,Hawaii,367875,1783
1863,Thu 1/26,Idaho,515111,5371
1864,Thu 1/26,Illinois,4026850,41088
1865,Thu 1/26,Indiana,2024969,25796
1866,Thu 1/26,Iowa,894124,10568
1867,Thu 1/26,Kansas,926539,10042
1868,Thu 1/26,Kentucky,1685679,17926
1869,Thu 1/26,Louisiana,1538276,18525
1870,Thu 1/26,Maine,311128,2875
1871,Thu 1/26,Maryland,1343324,16285
1872,Thu 1/26,Massachusetts,2193582,23594
1873,Thu 1/26,Michigan,3015235,41390
1874,Thu 1/26,Minnesota,1753092,14554
1875,Thu 1/26,Mississippi,974487,13191
1876,Thu 1/26,Missouri,1764417,23566
1877,Thu 1/26,Montana,325479,3648
