us_state,state,capital,year,premium,pop,lat,lon,Region,Division,x
MA,Massachusetts,Boston,2023,732,"7,029,917",42.358162,-71.063698,Northeast,New England,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('MA','Massachusetts','Boston',732,7029917,42.358162,-71.063698,'Northeast','New England');"
IL,Illinois,Springfield,2023,720,"12,812,508",39.798363,-89.654961,Midwest,East North Central,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('IL','Illinois','Springfield',720,12812508,39.798363,-89.654961,'Midwest','East North Central');"
SC,South Carolina,Columbia,2023,720,"5,118,425",34.000343,-81.033211,South,South Atlantic,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('SC','South Carolina','Columbia',720,5118425,34.000343,-81.033211,'South','South Atlantic');"
CO,Colorado,Denver,2023,720,"5,773,714",39.739227,-104.98486,West,Mountain,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('CO','Colorado','Denver',720,5773714,39.739227,-104.98486,'West','Mountain');"
HI,Hawaii,Honolulu,2023,684,"1,455,271",21.307442,-157.85738,West,Pacific,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('HI','Hawaii','Honolulu',684,1455271,21.307442,-157.85738,'West','Pacific');"
MN,Minnesota,Saint Paul,2023,684,"5,706,494",44.955097,-93.102211,Midwest,West North Central,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('MN','Minnesota','Saint Paul',684,5706494,44.955097,-93.102211,'Midwest','West North Central');"
MO,Missouri,Jefferson City,2023,672,"6,154,913",38.579201,-92.172935,Midwest,West North Central,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('MO','Missouri','Jefferson City',672,6154913,38.579201,-92.172935,'Midwest','West North Central');"
NH,New Hampshire,Concord,2023,648,"1,377,529",43.206898,-71.537994,Northeast,New England,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('NH','New Hampshire','Concord',648,1377529,43.206898,-71.537994,'Northeast','New England');"
WA,Washington,Olympia,2023,636,"7,705,281",47.035805,-122.90501,West,Pacific,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('WA','Washington','Olympia',636,7705281,47.035805,-122.90501,'West','Pacific');"
GA,Georgia,Atlanta,2023,624,"10,711,908",33.749027,-84.388229,South,South Atlantic,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('GA','Georgia','Atlanta',624,10711908,33.749027,-84.388229,'South','South Atlantic');"
CA,California,Sacramento,2023,600,"39,538,223",38.576668,-121.49363,West,Pacific,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('CA','California','Sacramento',600,39538223,38.576668,-121.49363,'West','Pacific');"
VA,Virginia,Richmond,2023,600,"8,631,393",37.538857,-77.43364,South,South Atlantic,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('VA','Virginia','Richmond',600,8631393,37.538857,-77.43364,'South','South Atlantic');"
OK,Oklahoma,Oklahoma City,2023,600,"3,959,353",35.492207,-97.503342,South,West South Central,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('OK','Oklahoma','Oklahoma City',600,3959353,35.492207,-97.503342,'South','West South Central');"
AL,Alabama,Montgomery,2023,600,"5,024,279",32.377716,-86.300568,South,East South Central,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('AL','Alabama','Montgomery',600,5024279,32.377716,-86.300568,'South','East South Central');"
WV,West Virginia,Charleston,2023,600,"1,793,716",38.336246,-81.612328,South,South Atlantic,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('WV','West Virginia','Charleston',600,1793716,38.336246,-81.612328,'South','South Atlantic');"
TX,Texas,Austin,2023,576,"29,145,505",30.27467,-97.740349,South,West South Central,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('TX','Texas','Austin',576,29145505,30.27467,-97.740349,'South','West South Central');"
NC,North Carolina,Raleigh,2023,552,"10,439,388",35.78043,-78.639099,South,South Atlantic,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('NC','North Carolina','Raleigh',552,10439388,35.78043,-78.639099,'South','South Atlantic');"
MS,Mississippi,Jackson,2023,540,"2,961,279",32.303848,-90.182106,South,East South Central,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('MS','Mississippi','Jackson',540,2961279,32.303848,-90.182106,'South','East South Central');"
NM,New Mexico,Santa Fe,2023,540,"2,117,522",35.68224,-105.93973,West,Mountain,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('NM','New Mexico','Santa Fe',540,2117522,35.68224,-105.93973,'West','Mountain');"
AR,Arkansas,Little Rock,2023,540,"3,011,524",34.746613,-92.288986,South,West South Central,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('AR','Arkansas','Little Rock',540,3011524,34.746613,-92.288986,'South','West South Central');"
KS,Kansas,Topeka,2023,492,"2,937,880",39.048191,-95.677956,Midwest,West North Central,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('KS','Kansas','Topeka',492,2937880,39.048191,-95.677956,'Midwest','West North Central');"
OH,Ohio,Columbus,2023,492,"11,799,448",39.961346,-82.999069,Midwest,East North Central,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('OH','Ohio','Columbus',492,11799448,39.961346,-82.999069,'Midwest','East North Central');"
AK,Alaska,Juneau,2023,492,"733,391",58.301598,-134.42021,West,Pacific,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('AK','Alaska','Juneau',492,733391,58.301598,-134.42021,'West','Pacific');"
NE,Nebraska,Lincoln,2023,480,"1,961,504",40.808075,-96.699654,Midwest,West North Central,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('NE','Nebraska','Lincoln',480,1961504,40.808075,-96.699654,'Midwest','West North Central');"
IN,Indiana,Indianapolis,2023,480,"6,785,528",39.768623,-86.162643,Midwest,East North Central,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('IN','Indiana','Indianapolis',480,6785528,39.768623,-86.162643,'Midwest','East North Central');"
PA,Pennsylvania,Harrisburg,2023,480,"13,002,700",40.264378,-76.883598,Northeast,Middle Atlantic,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('PA','Pennsylvania','Harrisburg',480,13002700,40.264378,-76.883598,'Northeast','Middle Atlantic');"
ME,Maine,Augusta,2023,468,"1,362,359",44.307167,-69.781693,Northeast,New England,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('ME','Maine','Augusta',468,1362359,44.307167,-69.781693,'Northeast','New England');"
TN,Tennessee,Nashville,2023,444,"6,910,840",36.16581,-86.784241,South,East South Central,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('TN','Tennessee','Nashville',444,6910840,36.16581,-86.784241,'South','East South Central');"
MT,Montana,Helena,2023,444,"1,084,225",46.585709,-112.01842,West,Mountain,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('MT','Montana','Helena',444,1084225,46.585709,-112.01842,'West','Mountain');"
WI,Wisconsin,Madison,2023,432,"5,893,718",43.074684,-89.384445,Midwest,East North Central,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('WI','Wisconsin','Madison',432,5893718,43.074684,-89.384445,'Midwest','East North Central');"
ND,North Dakota,Bismarck,2023,408,"779,094",46.82085,-100.78332,Midwest,West North Central,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('ND','North Dakota','Bismarck',408,779094,46.82085,-100.78332,'Midwest','West North Central');"
IA,Iowa,Des Moines,2023,408,"3,190,369",41.591087,-93.603729,Midwest,West North Central,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('IA','Iowa','Des Moines',408,3190369,41.591087,-93.603729,'Midwest','West North Central');"
ID,Idaho,Boise,2023,408,"1,839,106",43.617775,-116.19972,West,Mountain,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('ID','Idaho','Boise',408,1839106,43.617775,-116.19972,'West','Mountain');"
VT,Vermont,Montpelier,2023,384,"643,077",44.262436,-72.580536,Northeast,New England,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('VT','Vermont','Montpelier',384,643077,44.262436,-72.580536,'Northeast','New England');"
WY,Wyoming,Cheyenne,2023,372,"576,851",41.140259,-104.82024,West,Mountain,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('WY','Wyoming','Cheyenne',372,576851,41.140259,-104.82024,'West','Mountain');"
SD,South Dakota,Pierre,2023,336,"886,667",44.367031,-100.34641,Midwest,West North Central,"insert into frosty_sample.cybersyn_financial.auto_insurance_premiums_2023 (us_state,state,capital,premium,pop,lat,lon,Region,Division) values ('SD','South Dakota','Pierre',336,886667,44.367031,-100.34641,'Midwest','West North Central');"
